"power" "noise" "d_type" "method"
0.066 27 "x^(1/4)" "BDY"
0.078 28 "x^(1/4)" "BDY"
0.056 29 "x^(1/4)" "BDY"
0.092 30 "x^(1/4)" "BDY"
0.126 1 "circle" "BDY"
0.068 2 "circle" "BDY"
0.06 3 "circle" "BDY"
0.046 4 "circle" "BDY"
0.072 5 "circle" "BDY"
0.034 6 "circle" "BDY"
0.04 7 "circle" "BDY"
0.046 8 "circle" "BDY"
0.042 9 "circle" "BDY"
0.046 10 "circle" "BDY"
0.038 11 "circle" "BDY"
0.022 12 "circle" "BDY"
0.028 13 "circle" "BDY"
0.038 14 "circle" "BDY"
0.03 15 "circle" "BDY"
0.038 16 "circle" "BDY"
0.032 17 "circle" "BDY"
0.046 18 "circle" "BDY"
0.03 19 "circle" "BDY"
0.052 20 "circle" "BDY"
0.034 21 "circle" "BDY"
0.058 22 "circle" "BDY"
0.038 23 "circle" "BDY"
0.034 24 "circle" "BDY"
0.05 25 "circle" "BDY"
0.04 26 "circle" "BDY"
0.036 27 "circle" "BDY"
0.046 28 "circle" "BDY"
0.072 29 "circle" "BDY"
0.03 30 "circle" "BDY"
0.966 1 "step" "BDY"
0.504 2 "step" "BDY"
0.278 3 "step" "BDY"
0.168 4 "step" "BDY"
0.15 5 "step" "BDY"
0.104 6 "step" "BDY"
0.102 7 "step" "BDY"
0.062 8 "step" "BDY"
0.064 9 "step" "BDY"
0.072 10 "step" "BDY"
0.036 11 "step" "BDY"
0.084 12 "step" "BDY"
0.052 13 "step" "BDY"
0.08 14 "step" "BDY"
0.074 15 "step" "BDY"
0.042 16 "step" "BDY"
0.038 17 "step" "BDY"
0.076 18 "step" "BDY"
0.098 19 "step" "BDY"
0.082 20 "step" "BDY"
0.078 21 "step" "BDY"
0.062 22 "step" "BDY"
0.046 23 "step" "BDY"
0.044 24 "step" "BDY"
0.056 25 "step" "BDY"
0.054 26 "step" "BDY"
0.066 27 "step" "BDY"
0.06 28 "step" "BDY"
0.048 29 "step" "BDY"
0.044 30 "step" "BDY"
0.312 1 "cross" "BDY"
0.2 2 "cross" "BDY"
0.228 3 "cross" "BDY"
0.16 4 "cross" "BDY"
0.142 5 "cross" "BDY"
0.114 6 "cross" "BDY"
0.108 7 "cross" "BDY"
0.094 8 "cross" "BDY"
0.096 9 "cross" "BDY"
0.072 10 "cross" "BDY"
0.076 11 "cross" "BDY"
0.068 12 "cross" "BDY"
0.06 13 "cross" "BDY"
0.054 14 "cross" "BDY"
0.066 15 "cross" "BDY"
0.098 16 "cross" "BDY"
0.052 17 "cross" "BDY"
0.048 18 "cross" "BDY"
0.066 19 "cross" "BDY"
0.056 20 "cross" "BDY"
0.084 21 "cross" "BDY"
0.06 22 "cross" "BDY"
0.056 23 "cross" "BDY"
0.058 24 "cross" "BDY"
0.094 25 "cross" "BDY"
0.068 26 "cross" "BDY"
0.072 27 "cross" "BDY"
0.058 28 "cross" "BDY"
0.022 29 "cross" "BDY"
0.078 30 "cross" "BDY"
0.168 1 "clusters" "BDY"
0.21 2 "clusters" "BDY"
0.158 3 "clusters" "BDY"
0.132 4 "clusters" "BDY"
0.11 5 "clusters" "BDY"
0.15 6 "clusters" "BDY"
0.124 7 "clusters" "BDY"
0.072 8 "clusters" "BDY"
0.122 9 "clusters" "BDY"
0.154 10 "clusters" "BDY"
0.078 11 "clusters" "BDY"
0.122 12 "clusters" "BDY"
0.086 13 "clusters" "BDY"
0.096 14 "clusters" "BDY"
0.078 15 "clusters" "BDY"
0.058 16 "clusters" "BDY"
0.082 17 "clusters" "BDY"
0.062 18 "clusters" "BDY"
0.056 19 "clusters" "BDY"
0.088 20 "clusters" "BDY"
0.076 21 "clusters" "BDY"
0.094 22 "clusters" "BDY"
0.03 23 "clusters" "BDY"
0.062 24 "clusters" "BDY"
0.068 25 "clusters" "BDY"
0.054 26 "clusters" "BDY"
0.052 27 "clusters" "BDY"
0.048 28 "clusters" "BDY"
0.038 29 "clusters" "BDY"
0.056 30 "clusters" "BDY"
0.238 1 "two parabola" "BDY"
0.186 2 "two parabola" "BDY"
0.14 3 "two parabola" "BDY"
0.16 4 "two parabola" "BDY"
0.1 5 "two parabola" "BDY"
0.102 6 "two parabola" "BDY"
0.106 7 "two parabola" "BDY"
0.124 8 "two parabola" "BDY"
0.062 9 "two parabola" "BDY"
0.048 10 "two parabola" "BDY"
0.078 11 "two parabola" "BDY"
0.06 12 "two parabola" "BDY"
0.066 13 "two parabola" "BDY"
0.084 14 "two parabola" "BDY"
0.07 15 "two parabola" "BDY"
0.064 16 "two parabola" "BDY"
0.078 17 "two parabola" "BDY"
0.058 18 "two parabola" "BDY"
0.062 19 "two parabola" "BDY"
0.07 20 "two parabola" "BDY"
0.05 21 "two parabola" "BDY"
0.05 22 "two parabola" "BDY"
0.056 23 "two parabola" "BDY"
0.076 24 "two parabola" "BDY"
0.038 25 "two parabola" "BDY"
0.072 26 "two parabola" "BDY"
0.082 27 "two parabola" "BDY"
0.036 28 "two parabola" "BDY"
0.088 29 "two parabola" "BDY"
0.074 30 "two parabola" "BDY"
0.102 1 "spiral" "BDY"
0.078 2 "spiral" "BDY"
0.096 3 "spiral" "BDY"
0.086 4 "spiral" "BDY"
0.062 5 "spiral" "BDY"
0.096 6 "spiral" "BDY"
0.06 7 "spiral" "BDY"
0.09 8 "spiral" "BDY"
0.076 9 "spiral" "BDY"
0.056 10 "spiral" "BDY"
0.064 11 "spiral" "BDY"
0.068 12 "spiral" "BDY"
0.068 13 "spiral" "BDY"
0.088 14 "spiral" "BDY"
0.054 15 "spiral" "BDY"
0.07 16 "spiral" "BDY"
0.05 17 "spiral" "BDY"
0.038 18 "spiral" "BDY"
0.03 19 "spiral" "BDY"
0.054 20 "spiral" "BDY"
0.048 21 "spiral" "BDY"
0.072 22 "spiral" "BDY"
0.056 23 "spiral" "BDY"
0.06 24 "spiral" "BDY"
0.054 25 "spiral" "BDY"
0.07 26 "spiral" "BDY"
0.054 27 "spiral" "BDY"
0.048 28 "spiral" "BDY"
0.06 29 "spiral" "BDY"
0.066 30 "spiral" "BDY"
1 1 "linear" "S_ADP"
1 2 "linear" "S_ADP"
0.942 3 "linear" "S_ADP"
0.732 4 "linear" "S_ADP"
0.522 5 "linear" "S_ADP"
0.378 6 "linear" "S_ADP"
0.302 7 "linear" "S_ADP"
0.248 8 "linear" "S_ADP"
0.184 9 "linear" "S_ADP"
0.142 10 "linear" "S_ADP"
0.154 11 "linear" "S_ADP"
0.156 12 "linear" "S_ADP"
0.09 13 "linear" "S_ADP"
0.1 14 "linear" "S_ADP"
0.076 15 "linear" "S_ADP"
0.072 16 "linear" "S_ADP"
0.1 17 "linear" "S_ADP"
0.076 18 "linear" "S_ADP"
0.068 19 "linear" "S_ADP"
0.066 20 "linear" "S_ADP"
0.06 21 "linear" "S_ADP"
0.064 22 "linear" "S_ADP"
0.068 23 "linear" "S_ADP"
0.06 24 "linear" "S_ADP"
0.056 25 "linear" "S_ADP"
0.062 26 "linear" "S_ADP"
0.052 27 "linear" "S_ADP"
0.048 28 "linear" "S_ADP"
0.052 29 "linear" "S_ADP"
0.05 30 "linear" "S_ADP"
1 1 "quadratic" "S_ADP"
0.964 2 "quadratic" "S_ADP"
0.718 3 "quadratic" "S_ADP"
0.486 4 "quadratic" "S_ADP"
0.318 5 "quadratic" "S_ADP"
0.218 6 "quadratic" "S_ADP"
0.178 7 "quadratic" "S_ADP"
0.112 8 "quadratic" "S_ADP"
0.08 9 "quadratic" "S_ADP"
0.092 10 "quadratic" "S_ADP"
0.062 11 "quadratic" "S_ADP"
0.092 12 "quadratic" "S_ADP"
0.066 13 "quadratic" "S_ADP"
0.044 14 "quadratic" "S_ADP"
0.064 15 "quadratic" "S_ADP"
0.05 16 "quadratic" "S_ADP"
0.062 17 "quadratic" "S_ADP"
0.064 18 "quadratic" "S_ADP"
0.052 19 "quadratic" "S_ADP"
0.036 20 "quadratic" "S_ADP"
0.034 21 "quadratic" "S_ADP"
0.052 22 "quadratic" "S_ADP"
0.032 23 "quadratic" "S_ADP"
0.044 24 "quadratic" "S_ADP"
0.046 25 "quadratic" "S_ADP"
0.048 26 "quadratic" "S_ADP"
0.04 27 "quadratic" "S_ADP"
0.046 28 "quadratic" "S_ADP"
0.044 29 "quadratic" "S_ADP"
0.052 30 "quadratic" "S_ADP"
1 1 "cubic" "S_ADP"
0.882 2 "cubic" "S_ADP"
0.708 3 "cubic" "S_ADP"
0.564 4 "cubic" "S_ADP"
0.434 5 "cubic" "S_ADP"
0.316 6 "cubic" "S_ADP"
0.266 7 "cubic" "S_ADP"
0.168 8 "cubic" "S_ADP"
0.158 9 "cubic" "S_ADP"
0.136 10 "cubic" "S_ADP"
0.112 11 "cubic" "S_ADP"
0.106 12 "cubic" "S_ADP"
0.098 13 "cubic" "S_ADP"
0.076 14 "cubic" "S_ADP"
0.08 15 "cubic" "S_ADP"
0.082 16 "cubic" "S_ADP"
0.08 17 "cubic" "S_ADP"
0.076 18 "cubic" "S_ADP"
0.068 19 "cubic" "S_ADP"
0.07 20 "cubic" "S_ADP"
0.056 21 "cubic" "S_ADP"
0.058 22 "cubic" "S_ADP"
0.042 23 "cubic" "S_ADP"
0.048 24 "cubic" "S_ADP"
0.052 25 "cubic" "S_ADP"
0.066 26 "cubic" "S_ADP"
0.054 27 "cubic" "S_ADP"
0.066 28 "cubic" "S_ADP"
0.068 29 "cubic" "S_ADP"
0.052 30 "cubic" "S_ADP"
1 1 "sine period 1/2" "S_ADP"
0.93 2 "sine period 1/2" "S_ADP"
0.628 3 "sine period 1/2" "S_ADP"
0.4 4 "sine period 1/2" "S_ADP"
0.256 5 "sine period 1/2" "S_ADP"
0.202 6 "sine period 1/2" "S_ADP"
0.124 7 "sine period 1/2" "S_ADP"
0.11 8 "sine period 1/2" "S_ADP"
0.076 9 "sine period 1/2" "S_ADP"
0.074 10 "sine period 1/2" "S_ADP"
0.074 11 "sine period 1/2" "S_ADP"
0.072 12 "sine period 1/2" "S_ADP"
0.064 13 "sine period 1/2" "S_ADP"
0.06 14 "sine period 1/2" "S_ADP"
0.048 15 "sine period 1/2" "S_ADP"
0.062 16 "sine period 1/2" "S_ADP"
0.056 17 "sine period 1/2" "S_ADP"
0.05 18 "sine period 1/2" "S_ADP"
0.044 19 "sine period 1/2" "S_ADP"
0.042 20 "sine period 1/2" "S_ADP"
0.046 21 "sine period 1/2" "S_ADP"
0.07 22 "sine period 1/2" "S_ADP"
0.042 23 "sine period 1/2" "S_ADP"
0.072 24 "sine period 1/2" "S_ADP"
0.042 25 "sine period 1/2" "S_ADP"
0.034 26 "sine period 1/2" "S_ADP"
0.054 27 "sine period 1/2" "S_ADP"
0.064 28 "sine period 1/2" "S_ADP"
0.052 29 "sine period 1/2" "S_ADP"
0.034 30 "sine period 1/2" "S_ADP"
0.084 1 "sine period 1/8" "S_ADP"
0.06 2 "sine period 1/8" "S_ADP"
0.07 3 "sine period 1/8" "S_ADP"
0.064 4 "sine period 1/8" "S_ADP"
0.056 5 "sine period 1/8" "S_ADP"
0.066 6 "sine period 1/8" "S_ADP"
0.07 7 "sine period 1/8" "S_ADP"
0.06 8 "sine period 1/8" "S_ADP"
0.048 9 "sine period 1/8" "S_ADP"
0.066 10 "sine period 1/8" "S_ADP"
0.05 11 "sine period 1/8" "S_ADP"
0.05 12 "sine period 1/8" "S_ADP"
0.052 13 "sine period 1/8" "S_ADP"
0.034 14 "sine period 1/8" "S_ADP"
0.056 15 "sine period 1/8" "S_ADP"
0.062 16 "sine period 1/8" "S_ADP"
0.04 17 "sine period 1/8" "S_ADP"
0.042 18 "sine period 1/8" "S_ADP"
0.038 19 "sine period 1/8" "S_ADP"
0.05 20 "sine period 1/8" "S_ADP"
0.046 21 "sine period 1/8" "S_ADP"
0.036 22 "sine period 1/8" "S_ADP"
0.048 23 "sine period 1/8" "S_ADP"
0.04 24 "sine period 1/8" "S_ADP"
0.046 25 "sine period 1/8" "S_ADP"
0.052 26 "sine period 1/8" "S_ADP"
0.044 27 "sine period 1/8" "S_ADP"
0.048 28 "sine period 1/8" "S_ADP"
0.058 29 "sine period 1/8" "S_ADP"
0.032 30 "sine period 1/8" "S_ADP"
0.998 1 "x^(1/4)" "S_ADP"
0.76 2 "x^(1/4)" "S_ADP"
0.466 3 "x^(1/4)" "S_ADP"
0.238 4 "x^(1/4)" "S_ADP"
0.186 5 "x^(1/4)" "S_ADP"
0.112 6 "x^(1/4)" "S_ADP"
0.1 7 "x^(1/4)" "S_ADP"
0.088 8 "x^(1/4)" "S_ADP"
0.086 9 "x^(1/4)" "S_ADP"
0.074 10 "x^(1/4)" "S_ADP"
0.06 11 "x^(1/4)" "S_ADP"
0.062 12 "x^(1/4)" "S_ADP"
0.05 13 "x^(1/4)" "S_ADP"
0.064 14 "x^(1/4)" "S_ADP"
0.064 15 "x^(1/4)" "S_ADP"
0.062 16 "x^(1/4)" "S_ADP"
0.048 17 "x^(1/4)" "S_ADP"
0.072 18 "x^(1/4)" "S_ADP"
0.048 19 "x^(1/4)" "S_ADP"
0.04 20 "x^(1/4)" "S_ADP"
0.032 21 "x^(1/4)" "S_ADP"
0.058 22 "x^(1/4)" "S_ADP"
0.04 23 "x^(1/4)" "S_ADP"
0.048 24 "x^(1/4)" "S_ADP"
0.042 25 "x^(1/4)" "S_ADP"
0.062 26 "x^(1/4)" "S_ADP"
0.048 27 "x^(1/4)" "S_ADP"
0.05 28 "x^(1/4)" "S_ADP"
0.058 29 "x^(1/4)" "S_ADP"
0.046 30 "x^(1/4)" "S_ADP"
0.992 1 "circle" "S_ADP"
0.96 2 "circle" "S_ADP"
0.85 3 "circle" "S_ADP"
0.754 4 "circle" "S_ADP"
0.56 5 "circle" "S_ADP"
0.486 6 "circle" "S_ADP"
0.416 7 "circle" "S_ADP"
0.282 8 "circle" "S_ADP"
0.236 9 "circle" "S_ADP"
0.222 10 "circle" "S_ADP"
0.18 11 "circle" "S_ADP"
0.124 12 "circle" "S_ADP"
0.128 13 "circle" "S_ADP"
0.13 14 "circle" "S_ADP"
0.104 15 "circle" "S_ADP"
0.1 16 "circle" "S_ADP"
0.064 17 "circle" "S_ADP"
0.084 18 "circle" "S_ADP"
0.072 19 "circle" "S_ADP"
0.068 20 "circle" "S_ADP"
0.05 21 "circle" "S_ADP"
0.054 22 "circle" "S_ADP"
0.042 23 "circle" "S_ADP"
0.064 24 "circle" "S_ADP"
0.05 25 "circle" "S_ADP"
0.028 26 "circle" "S_ADP"
0.044 27 "circle" "S_ADP"
0.056 28 "circle" "S_ADP"
0.054 29 "circle" "S_ADP"
0.032 30 "circle" "S_ADP"
0.924 1 "step" "S_ADP"
0.352 2 "step" "S_ADP"
0.18 3 "step" "S_ADP"
0.114 4 "step" "S_ADP"
0.114 5 "step" "S_ADP"
0.066 6 "step" "S_ADP"
0.074 7 "step" "S_ADP"
0.05 8 "step" "S_ADP"
0.068 9 "step" "S_ADP"
0.052 10 "step" "S_ADP"
0.046 11 "step" "S_ADP"
0.068 12 "step" "S_ADP"
0.04 13 "step" "S_ADP"
0.046 14 "step" "S_ADP"
0.06 15 "step" "S_ADP"
0.05 16 "step" "S_ADP"
0.04 17 "step" "S_ADP"
0.062 18 "step" "S_ADP"
0.042 19 "step" "S_ADP"
0.072 20 "step" "S_ADP"
0.062 21 "step" "S_ADP"
0.038 22 "step" "S_ADP"
0.032 23 "step" "S_ADP"
0.036 24 "step" "S_ADP"
0.044 25 "step" "S_ADP"
0.052 26 "step" "S_ADP"
0.03 27 "step" "S_ADP"
0.048 28 "step" "S_ADP"
0.04 29 "step" "S_ADP"
0.034 30 "step" "S_ADP"
1 1 "cross" "S_ADP"
0.984 2 "cross" "S_ADP"
0.888 3 "cross" "S_ADP"
0.678 4 "cross" "S_ADP"
0.44 5 "cross" "S_ADP"
0.374 6 "cross" "S_ADP"
0.262 7 "cross" "S_ADP"
0.18 8 "cross" "S_ADP"
0.162 9 "cross" "S_ADP"
0.126 10 "cross" "S_ADP"
0.092 11 "cross" "S_ADP"
0.096 12 "cross" "S_ADP"
0.084 13 "cross" "S_ADP"
0.078 14 "cross" "S_ADP"
0.06 15 "cross" "S_ADP"
0.094 16 "cross" "S_ADP"
0.054 17 "cross" "S_ADP"
0.054 18 "cross" "S_ADP"
0.066 19 "cross" "S_ADP"
0.044 20 "cross" "S_ADP"
0.05 21 "cross" "S_ADP"
0.05 22 "cross" "S_ADP"
0.052 23 "cross" "S_ADP"
0.052 24 "cross" "S_ADP"
0.054 25 "cross" "S_ADP"
0.04 26 "cross" "S_ADP"
0.048 27 "cross" "S_ADP"
0.052 28 "cross" "S_ADP"
0.034 29 "cross" "S_ADP"
0.036 30 "cross" "S_ADP"
0.666 1 "clusters" "S_ADP"
0.716 2 "clusters" "S_ADP"
0.702 3 "clusters" "S_ADP"
0.688 4 "clusters" "S_ADP"
0.666 5 "clusters" "S_ADP"
0.63 6 "clusters" "S_ADP"
0.62 7 "clusters" "S_ADP"
0.556 8 "clusters" "S_ADP"
0.466 9 "clusters" "S_ADP"
0.412 10 "clusters" "S_ADP"
0.262 11 "clusters" "S_ADP"
0.242 12 "clusters" "S_ADP"
0.168 13 "clusters" "S_ADP"
0.138 14 "clusters" "S_ADP"
0.12 15 "clusters" "S_ADP"
0.098 16 "clusters" "S_ADP"
0.08 17 "clusters" "S_ADP"
0.062 18 "clusters" "S_ADP"
0.058 19 "clusters" "S_ADP"
0.058 20 "clusters" "S_ADP"
0.058 21 "clusters" "S_ADP"
0.066 22 "clusters" "S_ADP"
0.058 23 "clusters" "S_ADP"
0.05 24 "clusters" "S_ADP"
0.072 25 "clusters" "S_ADP"
0.056 26 "clusters" "S_ADP"
0.048 27 "clusters" "S_ADP"
0.044 28 "clusters" "S_ADP"
0.036 29 "clusters" "S_ADP"
0.04 30 "clusters" "S_ADP"
1 1 "two parabola" "S_ADP"
0.938 2 "two parabola" "S_ADP"
0.786 3 "two parabola" "S_ADP"
0.574 4 "two parabola" "S_ADP"
0.438 5 "two parabola" "S_ADP"
0.29 6 "two parabola" "S_ADP"
0.216 7 "two parabola" "S_ADP"
0.148 8 "two parabola" "S_ADP"
0.13 9 "two parabola" "S_ADP"
0.096 10 "two parabola" "S_ADP"
0.092 11 "two parabola" "S_ADP"
0.078 12 "two parabola" "S_ADP"
0.07 13 "two parabola" "S_ADP"
0.06 14 "two parabola" "S_ADP"
0.08 15 "two parabola" "S_ADP"
0.056 16 "two parabola" "S_ADP"
0.056 17 "two parabola" "S_ADP"
0.048 18 "two parabola" "S_ADP"
0.05 19 "two parabola" "S_ADP"
0.058 20 "two parabola" "S_ADP"
0.052 21 "two parabola" "S_ADP"
0.064 22 "two parabola" "S_ADP"
0.044 23 "two parabola" "S_ADP"
0.062 24 "two parabola" "S_ADP"
0.022 25 "two parabola" "S_ADP"
0.042 26 "two parabola" "S_ADP"
0.048 27 "two parabola" "S_ADP"
0.04 28 "two parabola" "S_ADP"
0.054 29 "two parabola" "S_ADP"
0.048 30 "two parabola" "S_ADP"
0.218 1 "spiral" "S_ADP"
0.17 2 "spiral" "S_ADP"
0.118 3 "spiral" "S_ADP"
0.084 4 "spiral" "S_ADP"
0.084 5 "spiral" "S_ADP"
0.07 6 "spiral" "S_ADP"
0.062 7 "spiral" "S_ADP"
0.064 8 "spiral" "S_ADP"
0.07 9 "spiral" "S_ADP"
0.04 10 "spiral" "S_ADP"
0.046 11 "spiral" "S_ADP"
0.048 12 "spiral" "S_ADP"
0.058 13 "spiral" "S_ADP"
0.06 14 "spiral" "S_ADP"
0.026 15 "spiral" "S_ADP"
0.042 16 "spiral" "S_ADP"
0.052 17 "spiral" "S_ADP"
0.046 18 "spiral" "S_ADP"
0.038 19 "spiral" "S_ADP"
0.06 20 "spiral" "S_ADP"
0.046 21 "spiral" "S_ADP"
0.046 22 "spiral" "S_ADP"
0.044 23 "spiral" "S_ADP"
0.05 24 "spiral" "S_ADP"
0.032 25 "spiral" "S_ADP"
0.054 26 "spiral" "S_ADP"
0.044 27 "spiral" "S_ADP"
0.034 28 "spiral" "S_ADP"
0.04 29 "spiral" "S_ADP"
0.05 30 "spiral" "S_ADP"
1 1 "linear" "dHSIC"
0.994 2 "linear" "dHSIC"
0.906 3 "linear" "dHSIC"
0.734 4 "linear" "dHSIC"
0.514 5 "linear" "dHSIC"
0.39 6 "linear" "dHSIC"
0.322 7 "linear" "dHSIC"
0.262 8 "linear" "dHSIC"
0.238 9 "linear" "dHSIC"
0.138 10 "linear" "dHSIC"
0.146 11 "linear" "dHSIC"
0.12 12 "linear" "dHSIC"
0.09 13 "linear" "dHSIC"
0.1 14 "linear" "dHSIC"
0.088 15 "linear" "dHSIC"
0.106 16 "linear" "dHSIC"
0.1 17 "linear" "dHSIC"
0.122 18 "linear" "dHSIC"
0.076 19 "linear" "dHSIC"
0.056 20 "linear" "dHSIC"
0.08 21 "linear" "dHSIC"
0.054 22 "linear" "dHSIC"
0.07 23 "linear" "dHSIC"
0.056 24 "linear" "dHSIC"
0.066 25 "linear" "dHSIC"
0.08 26 "linear" "dHSIC"
0.044 27 "linear" "dHSIC"
0.066 28 "linear" "dHSIC"
0.076 29 "linear" "dHSIC"
0.072 30 "linear" "dHSIC"
0.996 1 "quadratic" "dHSIC"
0.926 2 "quadratic" "dHSIC"
0.692 3 "quadratic" "dHSIC"
0.434 4 "quadratic" "dHSIC"
0.324 5 "quadratic" "dHSIC"
0.214 6 "quadratic" "dHSIC"
0.224 7 "quadratic" "dHSIC"
0.126 8 "quadratic" "dHSIC"
0.124 9 "quadratic" "dHSIC"
0.104 10 "quadratic" "dHSIC"
0.042 11 "quadratic" "dHSIC"
0.078 12 "quadratic" "dHSIC"
0.064 13 "quadratic" "dHSIC"
0.058 14 "quadratic" "dHSIC"
0.076 15 "quadratic" "dHSIC"
0.052 16 "quadratic" "dHSIC"
0.064 17 "quadratic" "dHSIC"
0.058 18 "quadratic" "dHSIC"
0.066 19 "quadratic" "dHSIC"
0.038 20 "quadratic" "dHSIC"
0.064 21 "quadratic" "dHSIC"
0.076 22 "quadratic" "dHSIC"
0.05 23 "quadratic" "dHSIC"
0.086 24 "quadratic" "dHSIC"
0.078 25 "quadratic" "dHSIC"
0.058 26 "quadratic" "dHSIC"
0.032 27 "quadratic" "dHSIC"
0.054 28 "quadratic" "dHSIC"
0.058 29 "quadratic" "dHSIC"
0.074 30 "quadratic" "dHSIC"
0.984 1 "cubic" "dHSIC"
0.866 2 "cubic" "dHSIC"
0.652 3 "cubic" "dHSIC"
0.536 4 "cubic" "dHSIC"
0.316 5 "cubic" "dHSIC"
0.286 6 "cubic" "dHSIC"
0.234 7 "cubic" "dHSIC"
0.148 8 "cubic" "dHSIC"
0.174 9 "cubic" "dHSIC"
0.15 10 "cubic" "dHSIC"
0.118 11 "cubic" "dHSIC"
0.108 12 "cubic" "dHSIC"
0.138 13 "cubic" "dHSIC"
0.11 14 "cubic" "dHSIC"
0.068 15 "cubic" "dHSIC"
0.058 16 "cubic" "dHSIC"
0.07 17 "cubic" "dHSIC"
0.11 18 "cubic" "dHSIC"
0.05 19 "cubic" "dHSIC"
0.076 20 "cubic" "dHSIC"
0.05 21 "cubic" "dHSIC"
0.062 22 "cubic" "dHSIC"
0.038 23 "cubic" "dHSIC"
0.092 24 "cubic" "dHSIC"
0.096 25 "cubic" "dHSIC"
0.118 26 "cubic" "dHSIC"
0.056 27 "cubic" "dHSIC"
0.06 28 "cubic" "dHSIC"
0.038 29 "cubic" "dHSIC"
0.086 30 "cubic" "dHSIC"
0.544 1 "sine period 1/2" "dHSIC"
0.428 2 "sine period 1/2" "dHSIC"
0.244 3 "sine period 1/2" "dHSIC"
0.218 4 "sine period 1/2" "dHSIC"
0.15 5 "sine period 1/2" "dHSIC"
0.134 6 "sine period 1/2" "dHSIC"
0.07 7 "sine period 1/2" "dHSIC"
0.084 8 "sine period 1/2" "dHSIC"
0.066 9 "sine period 1/2" "dHSIC"
0.114 10 "sine period 1/2" "dHSIC"
0.07 11 "sine period 1/2" "dHSIC"
0.064 12 "sine period 1/2" "dHSIC"
0.066 13 "sine period 1/2" "dHSIC"
0.058 14 "sine period 1/2" "dHSIC"
0.058 15 "sine period 1/2" "dHSIC"
0.058 16 "sine period 1/2" "dHSIC"
0.08 17 "sine period 1/2" "dHSIC"
0.048 18 "sine period 1/2" "dHSIC"
0.066 19 "sine period 1/2" "dHSIC"
0.044 20 "sine period 1/2" "dHSIC"
0.058 21 "sine period 1/2" "dHSIC"
0.078 22 "sine period 1/2" "dHSIC"
0.032 23 "sine period 1/2" "dHSIC"
0.042 24 "sine period 1/2" "dHSIC"
0.058 25 "sine period 1/2" "dHSIC"
0.044 26 "sine period 1/2" "dHSIC"
0.058 27 "sine period 1/2" "dHSIC"
0.072 28 "sine period 1/2" "dHSIC"
0.048 29 "sine period 1/2" "dHSIC"
0.05 30 "sine period 1/2" "dHSIC"
0.062 1 "sine period 1/8" "dHSIC"
0.062 2 "sine period 1/8" "dHSIC"
0.056 3 "sine period 1/8" "dHSIC"
0.086 4 "sine period 1/8" "dHSIC"
0.098 5 "sine period 1/8" "dHSIC"
0.068 6 "sine period 1/8" "dHSIC"
0.086 7 "sine period 1/8" "dHSIC"
0.074 8 "sine period 1/8" "dHSIC"
0.06 9 "sine period 1/8" "dHSIC"
0.052 10 "sine period 1/8" "dHSIC"
0.042 11 "sine period 1/8" "dHSIC"
0.046 12 "sine period 1/8" "dHSIC"
0.052 13 "sine period 1/8" "dHSIC"
0.046 14 "sine period 1/8" "dHSIC"
0.038 15 "sine period 1/8" "dHSIC"
0.068 16 "sine period 1/8" "dHSIC"
0.07 17 "sine period 1/8" "dHSIC"
0.046 18 "sine period 1/8" "dHSIC"
0.046 19 "sine period 1/8" "dHSIC"
0.044 20 "sine period 1/8" "dHSIC"
0.046 21 "sine period 1/8" "dHSIC"
0.042 22 "sine period 1/8" "dHSIC"
0.04 23 "sine period 1/8" "dHSIC"
0.054 24 "sine period 1/8" "dHSIC"
0.05 25 "sine period 1/8" "dHSIC"
0.082 26 "sine period 1/8" "dHSIC"
0.062 27 "sine period 1/8" "dHSIC"
0.052 28 "sine period 1/8" "dHSIC"
0.074 29 "sine period 1/8" "dHSIC"
0.056 30 "sine period 1/8" "dHSIC"
0.988 1 "x^(1/4)" "dHSIC"
0.68 2 "x^(1/4)" "dHSIC"
0.398 3 "x^(1/4)" "dHSIC"
0.242 4 "x^(1/4)" "dHSIC"
0.142 5 "x^(1/4)" "dHSIC"
0.144 6 "x^(1/4)" "dHSIC"
0.12 7 "x^(1/4)" "dHSIC"
0.086 8 "x^(1/4)" "dHSIC"
0.09 9 "x^(1/4)" "dHSIC"
0.08 10 "x^(1/4)" "dHSIC"
0.054 11 "x^(1/4)" "dHSIC"
0.084 12 "x^(1/4)" "dHSIC"
0.048 13 "x^(1/4)" "dHSIC"
0.05 14 "x^(1/4)" "dHSIC"
0.07 15 "x^(1/4)" "dHSIC"
0.09 16 "x^(1/4)" "dHSIC"
0.062 17 "x^(1/4)" "dHSIC"
0.068 18 "x^(1/4)" "dHSIC"
0.046 19 "x^(1/4)" "dHSIC"
0.038 20 "x^(1/4)" "dHSIC"
0.038 21 "x^(1/4)" "dHSIC"
0.05 22 "x^(1/4)" "dHSIC"
0.038 23 "x^(1/4)" "dHSIC"
0.058 24 "x^(1/4)" "dHSIC"
0.044 25 "x^(1/4)" "dHSIC"
0.06 26 "x^(1/4)" "dHSIC"
0.042 27 "x^(1/4)" "dHSIC"
0.07 28 "x^(1/4)" "dHSIC"
0.064 29 "x^(1/4)" "dHSIC"
0.076 30 "x^(1/4)" "dHSIC"
0.16 1 "circle" "dHSIC"
0.168 2 "circle" "dHSIC"
0.122 3 "circle" "dHSIC"
