"power" "noise" "d_type" "method"
0.196 14 "step" "BDY"
0.184 15 "step" "BDY"
0.142 16 "step" "BDY"
0.176 17 "step" "BDY"
0.122 18 "step" "BDY"
0.144 19 "step" "BDY"
0.096 20 "step" "BDY"
0.074 21 "step" "BDY"
0.086 22 "step" "BDY"
0.112 23 "step" "BDY"
0.112 24 "step" "BDY"
0.084 25 "step" "BDY"
0.08 26 "step" "BDY"
0.088 27 "step" "BDY"
0.054 28 "step" "BDY"
0.09 29 "step" "BDY"
0.082 30 "step" "BDY"
1 1 "cross" "BDY"
1 2 "cross" "BDY"
1 3 "cross" "BDY"
1 4 "cross" "BDY"
1 5 "cross" "BDY"
1 6 "cross" "BDY"
1 7 "cross" "BDY"
0.964 8 "cross" "BDY"
0.838 9 "cross" "BDY"
0.51 10 "cross" "BDY"
0.318 11 "cross" "BDY"
0.184 12 "cross" "BDY"
0.12 13 "cross" "BDY"
0.118 14 "cross" "BDY"
0.16 15 "cross" "BDY"
0.098 16 "cross" "BDY"
0.072 17 "cross" "BDY"
0.096 18 "cross" "BDY"
0.092 19 "cross" "BDY"
0.054 20 "cross" "BDY"
0.088 21 "cross" "BDY"
0.076 22 "cross" "BDY"
0.072 23 "cross" "BDY"
0.094 24 "cross" "BDY"
0.068 25 "cross" "BDY"
0.05 26 "cross" "BDY"
0.054 27 "cross" "BDY"
0.06 28 "cross" "BDY"
0.06 29 "cross" "BDY"
0.052 30 "cross" "BDY"
1 1 "clusters" "BDY"
1 2 "clusters" "BDY"
1 3 "clusters" "BDY"
1 4 "clusters" "BDY"
1 5 "clusters" "BDY"
1 6 "clusters" "BDY"
1 7 "clusters" "BDY"
1 8 "clusters" "BDY"
1 9 "clusters" "BDY"
1 10 "clusters" "BDY"
1 11 "clusters" "BDY"
0.99 12 "clusters" "BDY"
0.862 13 "clusters" "BDY"
0.578 14 "clusters" "BDY"
0.334 15 "clusters" "BDY"
0.226 16 "clusters" "BDY"
0.14 17 "clusters" "BDY"
0.094 18 "clusters" "BDY"
0.108 19 "clusters" "BDY"
0.108 20 "clusters" "BDY"
0.112 21 "clusters" "BDY"
0.082 22 "clusters" "BDY"
0.08 23 "clusters" "BDY"
0.09 24 "clusters" "BDY"
0.068 25 "clusters" "BDY"
0.044 26 "clusters" "BDY"
0.068 27 "clusters" "BDY"
0.044 28 "clusters" "BDY"
0.078 29 "clusters" "BDY"
0.07 30 "clusters" "BDY"
1 1 "two parabola" "BDY"
1 2 "two parabola" "BDY"
1 3 "two parabola" "BDY"
1 4 "two parabola" "BDY"
1 5 "two parabola" "BDY"
1 6 "two parabola" "BDY"
0.922 7 "two parabola" "BDY"
0.848 8 "two parabola" "BDY"
0.394 9 "two parabola" "BDY"
0.362 10 "two parabola" "BDY"
0.166 11 "two parabola" "BDY"
0.11 12 "two parabola" "BDY"
0.174 13 "two parabola" "BDY"
0.104 14 "two parabola" "BDY"
0.132 15 "two parabola" "BDY"
0.07 16 "two parabola" "BDY"
0.058 17 "two parabola" "BDY"
0.078 18 "two parabola" "BDY"
0.078 19 "two parabola" "BDY"
0.082 20 "two parabola" "BDY"
0.04 21 "two parabola" "BDY"
0.068 22 "two parabola" "BDY"
0.072 23 "two parabola" "BDY"
0.05 24 "two parabola" "BDY"
0.072 25 "two parabola" "BDY"
0.058 26 "two parabola" "BDY"
0.028 27 "two parabola" "BDY"
0.058 28 "two parabola" "BDY"
0.044 29 "two parabola" "BDY"
0.032 30 "two parabola" "BDY"
0.524 1 "spiral" "BDY"
0.44 2 "spiral" "BDY"
0.516 3 "spiral" "BDY"
0.556 4 "spiral" "BDY"
0.442 5 "spiral" "BDY"
0.392 6 "spiral" "BDY"
0.246 7 "spiral" "BDY"
0.336 8 "spiral" "BDY"
0.322 9 "spiral" "BDY"
0.252 10 "spiral" "BDY"
0.3 11 "spiral" "BDY"
0.276 12 "spiral" "BDY"
0.264 13 "spiral" "BDY"
0.284 14 "spiral" "BDY"
0.226 15 "spiral" "BDY"
0.214 16 "spiral" "BDY"
0.16 17 "spiral" "BDY"
0.152 18 "spiral" "BDY"
0.128 19 "spiral" "BDY"
0.136 20 "spiral" "BDY"
0.182 21 "spiral" "BDY"
0.122 22 "spiral" "BDY"
0.126 23 "spiral" "BDY"
0.132 24 "spiral" "BDY"
0.11 25 "spiral" "BDY"
0.104 26 "spiral" "BDY"
0.104 27 "spiral" "BDY"
0.122 28 "spiral" "BDY"
0.09 29 "spiral" "BDY"
0.104 30 "spiral" "BDY"
1 1 "linear" "S_ADP"
1 2 "linear" "S_ADP"
1 3 "linear" "S_ADP"
1 4 "linear" "S_ADP"
1 5 "linear" "S_ADP"
1 6 "linear" "S_ADP"
1 7 "linear" "S_ADP"
1 8 "linear" "S_ADP"
1 9 "linear" "S_ADP"
1 10 "linear" "S_ADP"
0.976 11 "linear" "S_ADP"
0.95 12 "linear" "S_ADP"
0.916 13 "linear" "S_ADP"
0.896 14 "linear" "S_ADP"
0.842 15 "linear" "S_ADP"
0.778 16 "linear" "S_ADP"
0.742 17 "linear" "S_ADP"
0.67 18 "linear" "S_ADP"
0.624 19 "linear" "S_ADP"
0.576 20 "linear" "S_ADP"
0.534 21 "linear" "S_ADP"
0.48 22 "linear" "S_ADP"
0.462 23 "linear" "S_ADP"
0.41 24 "linear" "S_ADP"
0.39 25 "linear" "S_ADP"
0.336 26 "linear" "S_ADP"
0.308 27 "linear" "S_ADP"
0.3 28 "linear" "S_ADP"
0.292 29 "linear" "S_ADP"
0.306 30 "linear" "S_ADP"
1 1 "quadratic" "S_ADP"
1 2 "quadratic" "S_ADP"
1 3 "quadratic" "S_ADP"
1 4 "quadratic" "S_ADP"
1 5 "quadratic" "S_ADP"
1 6 "quadratic" "S_ADP"
1 7 "quadratic" "S_ADP"
1 8 "quadratic" "S_ADP"
0.994 9 "quadratic" "S_ADP"
0.982 10 "quadratic" "S_ADP"
0.95 11 "quadratic" "S_ADP"
0.89 12 "quadratic" "S_ADP"
0.84 13 "quadratic" "S_ADP"
0.768 14 "quadratic" "S_ADP"
0.696 15 "quadratic" "S_ADP"
0.642 16 "quadratic" "S_ADP"
0.566 17 "quadratic" "S_ADP"
0.538 18 "quadratic" "S_ADP"
0.464 19 "quadratic" "S_ADP"
0.37 20 "quadratic" "S_ADP"
0.336 21 "quadratic" "S_ADP"
0.362 22 "quadratic" "S_ADP"
0.312 23 "quadratic" "S_ADP"
0.29 24 "quadratic" "S_ADP"
0.25 25 "quadratic" "S_ADP"
0.232 26 "quadratic" "S_ADP"
0.296 27 "quadratic" "S_ADP"
0.19 28 "quadratic" "S_ADP"
0.17 29 "quadratic" "S_ADP"
0.2 30 "quadratic" "S_ADP"
1 1 "cubic" "S_ADP"
1 2 "cubic" "S_ADP"
1 3 "cubic" "S_ADP"
1 4 "cubic" "S_ADP"
1 5 "cubic" "S_ADP"
1 6 "cubic" "S_ADP"
1 7 "cubic" "S_ADP"
1 8 "cubic" "S_ADP"
1 9 "cubic" "S_ADP"
1 10 "cubic" "S_ADP"
0.996 11 "cubic" "S_ADP"
0.99 12 "cubic" "S_ADP"
0.988 13 "cubic" "S_ADP"
0.95 14 "cubic" "S_ADP"
0.932 15 "cubic" "S_ADP"
0.878 16 "cubic" "S_ADP"
0.812 17 "cubic" "S_ADP"
0.75 18 "cubic" "S_ADP"
0.71 19 "cubic" "S_ADP"
0.686 20 "cubic" "S_ADP"
0.63 21 "cubic" "S_ADP"
0.53 22 "cubic" "S_ADP"
0.516 23 "cubic" "S_ADP"
0.48 24 "cubic" "S_ADP"
0.446 25 "cubic" "S_ADP"
0.424 26 "cubic" "S_ADP"
0.418 27 "cubic" "S_ADP"
0.332 28 "cubic" "S_ADP"
0.358 29 "cubic" "S_ADP"
0.312 30 "cubic" "S_ADP"
1 1 "sine period 1/2" "S_ADP"
1 2 "sine period 1/2" "S_ADP"
1 3 "sine period 1/2" "S_ADP"
1 4 "sine period 1/2" "S_ADP"
1 5 "sine period 1/2" "S_ADP"
1 6 "sine period 1/2" "S_ADP"
1 7 "sine period 1/2" "S_ADP"
1 8 "sine period 1/2" "S_ADP"
1 9 "sine period 1/2" "S_ADP"
0.992 10 "sine period 1/2" "S_ADP"
0.956 11 "sine period 1/2" "S_ADP"
0.902 12 "sine period 1/2" "S_ADP"
0.848 13 "sine period 1/2" "S_ADP"
0.794 14 "sine period 1/2" "S_ADP"
0.676 15 "sine period 1/2" "S_ADP"
0.652 16 "sine period 1/2" "S_ADP"
0.59 17 "sine period 1/2" "S_ADP"
0.522 18 "sine period 1/2" "S_ADP"
0.444 19 "sine period 1/2" "S_ADP"
0.37 20 "sine period 1/2" "S_ADP"
0.378 21 "sine period 1/2" "S_ADP"
0.286 22 "sine period 1/2" "S_ADP"
0.294 23 "sine period 1/2" "S_ADP"
0.326 24 "sine period 1/2" "S_ADP"
0.266 25 "sine period 1/2" "S_ADP"
0.262 26 "sine period 1/2" "S_ADP"
0.206 27 "sine period 1/2" "S_ADP"
0.216 28 "sine period 1/2" "S_ADP"
0.2 29 "sine period 1/2" "S_ADP"
0.184 30 "sine period 1/2" "S_ADP"
1 1 "sine period 1/8" "S_ADP"
1 2 "sine period 1/8" "S_ADP"
1 3 "sine period 1/8" "S_ADP"
1 4 "sine period 1/8" "S_ADP"
1 5 "sine period 1/8" "S_ADP"
1 6 "sine period 1/8" "S_ADP"
1 7 "sine period 1/8" "S_ADP"
1 8 "sine period 1/8" "S_ADP"
1 9 "sine period 1/8" "S_ADP"
0.99 10 "sine period 1/8" "S_ADP"
0.95 11 "sine period 1/8" "S_ADP"
0.878 12 "sine period 1/8" "S_ADP"
0.796 13 "sine period 1/8" "S_ADP"
0.674 14 "sine period 1/8" "S_ADP"
0.578 15 "sine period 1/8" "S_ADP"
0.488 16 "sine period 1/8" "S_ADP"
0.436 17 "sine period 1/8" "S_ADP"
0.364 18 "sine period 1/8" "S_ADP"
0.308 19 "sine period 1/8" "S_ADP"
0.31 20 "sine period 1/8" "S_ADP"
0.236 21 "sine period 1/8" "S_ADP"
0.22 22 "sine period 1/8" "S_ADP"
0.218 23 "sine period 1/8" "S_ADP"
0.198 24 "sine period 1/8" "S_ADP"
0.168 25 "sine period 1/8" "S_ADP"
0.132 26 "sine period 1/8" "S_ADP"
0.126 27 "sine period 1/8" "S_ADP"
0.118 28 "sine period 1/8" "S_ADP"
0.132 29 "sine period 1/8" "S_ADP"
0.13 30 "sine period 1/8" "S_ADP"
1 1 "x^(1/4)" "S_ADP"
1 2 "x^(1/4)" "S_ADP"
1 3 "x^(1/4)" "S_ADP"
1 4 "x^(1/4)" "S_ADP"
0.998 5 "x^(1/4)" "S_ADP"
0.98 6 "x^(1/4)" "S_ADP"
0.922 7 "x^(1/4)" "S_ADP"
0.858 8 "x^(1/4)" "S_ADP"
0.74 9 "x^(1/4)" "S_ADP"
0.624 10 "x^(1/4)" "S_ADP"
0.584 11 "x^(1/4)" "S_ADP"
0.506 12 "x^(1/4)" "S_ADP"
0.392 13 "x^(1/4)" "S_ADP"
0.4 14 "x^(1/4)" "S_ADP"
0.344 15 "x^(1/4)" "S_ADP"
0.292 16 "x^(1/4)" "S_ADP"
0.234 17 "x^(1/4)" "S_ADP"
0.194 18 "x^(1/4)" "S_ADP"
0.2 19 "x^(1/4)" "S_ADP"
0.2 20 "x^(1/4)" "S_ADP"
0.154 21 "x^(1/4)" "S_ADP"
0.154 22 "x^(1/4)" "S_ADP"
0.158 23 "x^(1/4)" "S_ADP"
0.146 24 "x^(1/4)" "S_ADP"
0.13 25 "x^(1/4)" "S_ADP"
0.088 26 "x^(1/4)" "S_ADP"
0.136 27 "x^(1/4)" "S_ADP"
0.12 28 "x^(1/4)" "S_ADP"
0.142 29 "x^(1/4)" "S_ADP"
0.11 30 "x^(1/4)" "S_ADP"
1 1 "circle" "S_ADP"
1 2 "circle" "S_ADP"
1 3 "circle" "S_ADP"
1 4 "circle" "S_ADP"
1 5 "circle" "S_ADP"
1 6 "circle" "S_ADP"
1 7 "circle" "S_ADP"
1 8 "circle" "S_ADP"
1 9 "circle" "S_ADP"
1 10 "circle" "S_ADP"
1 11 "circle" "S_ADP"
1 12 "circle" "S_ADP"
1 13 "circle" "S_ADP"
1 14 "circle" "S_ADP"
1 15 "circle" "S_ADP"
1 16 "circle" "S_ADP"
0.998 17 "circle" "S_ADP"
1 18 "circle" "S_ADP"
1 19 "circle" "S_ADP"
0.996 20 "circle" "S_ADP"
0.982 21 "circle" "S_ADP"
0.97 22 "circle" "S_ADP"
0.942 23 "circle" "S_ADP"
0.918 24 "circle" "S_ADP"
0.872 25 "circle" "S_ADP"
0.834 26 "circle" "S_ADP"
0.766 27 "circle" "S_ADP"
0.634 28 "circle" "S_ADP"
0.594 29 "circle" "S_ADP"
0.58 30 "circle" "S_ADP"
1 1 "step" "S_ADP"
1 2 "step" "S_ADP"
0.994 3 "step" "S_ADP"
0.938 4 "step" "S_ADP"
0.764 5 "step" "S_ADP"
0.616 6 "step" "S_ADP"
0.488 7 "step" "S_ADP"
0.364 8 "step" "S_ADP"
0.318 9 "step" "S_ADP"
0.272 10 "step" "S_ADP"
0.216 11 "step" "S_ADP"
0.168 12 "step" "S_ADP"
0.192 13 "step" "S_ADP"
0.13 14 "step" "S_ADP"
0.134 15 "step" "S_ADP"
0.132 16 "step" "S_ADP"
0.144 17 "step" "S_ADP"
0.102 18 "step" "S_ADP"
0.11 19 "step" "S_ADP"
0.096 20 "step" "S_ADP"
0.066 21 "step" "S_ADP"
0.084 22 "step" "S_ADP"
0.118 23 "step" "S_ADP"
0.098 24 "step" "S_ADP"
0.044 25 "step" "S_ADP"
0.064 26 "step" "S_ADP"
0.072 27 "step" "S_ADP"
0.084 28 "step" "S_ADP"
0.074 29 "step" "S_ADP"
0.074 30 "step" "S_ADP"
1 1 "cross" "S_ADP"
1 2 "cross" "S_ADP"
1 3 "cross" "S_ADP"
1 4 "cross" "S_ADP"
1 5 "cross" "S_ADP"
1 6 "cross" "S_ADP"
1 7 "cross" "S_ADP"
1 8 "cross" "S_ADP"
1 9 "cross" "S_ADP"
1 10 "cross" "S_ADP"
0.998 11 "cross" "S_ADP"
0.978 12 "cross" "S_ADP"
0.928 13 "cross" "S_ADP"
0.82 14 "cross" "S_ADP"
0.722 15 "cross" "S_ADP"
0.582 16 "cross" "S_ADP"
0.41 17 "cross" "S_ADP"
0.342 18 "cross" "S_ADP"
0.302 19 "cross" "S_ADP"
0.246 20 "cross" "S_ADP"
0.2 21 "cross" "S_ADP"
0.186 22 "cross" "S_ADP"
0.168 23 "cross" "S_ADP"
0.138 24 "cross" "S_ADP"
0.116 25 "cross" "S_ADP"
0.11 26 "cross" "S_ADP"
0.114 27 "cross" "S_ADP"
0.072 28 "cross" "S_ADP"
0.12 29 "cross" "S_ADP"
0.076 30 "cross" "S_ADP"
1 1 "clusters" "S_ADP"
1 2 "clusters" "S_ADP"
1 3 "clusters" "S_ADP"
1 4 "clusters" "S_ADP"
1 5 "clusters" "S_ADP"
1 6 "clusters" "S_ADP"
1 7 "clusters" "S_ADP"
1 8 "clusters" "S_ADP"
1 9 "clusters" "S_ADP"
1 10 "clusters" "S_ADP"
1 11 "clusters" "S_ADP"
1 12 "clusters" "S_ADP"
1 13 "clusters" "S_ADP"
1 14 "clusters" "S_ADP"
0.998 15 "clusters" "S_ADP"
0.986 16 "clusters" "S_ADP"
0.912 17 "clusters" "S_ADP"
0.786 18 "clusters" "S_ADP"
0.648 19 "clusters" "S_ADP"
0.486 20 "clusters" "S_ADP"
0.39 21 "clusters" "S_ADP"
0.288 22 "clusters" "S_ADP"
0.222 23 "clusters" "S_ADP"
0.14 24 "clusters" "S_ADP"
0.148 25 "clusters" "S_ADP"
0.106 26 "clusters" "S_ADP"
0.098 27 "clusters" "S_ADP"
0.084 28 "clusters" "S_ADP"
0.078 29 "clusters" "S_ADP"
0.102 30 "clusters" "S_ADP"
1 1 "two parabola" "S_ADP"
1 2 "two parabola" "S_ADP"
1 3 "two parabola" "S_ADP"
1 4 "two parabola" "S_ADP"
1 5 "two parabola" "S_ADP"
1 6 "two parabola" "S_ADP"
1 7 "two parabola" "S_ADP"
1 8 "two parabola" "S_ADP"
1 9 "two parabola" "S_ADP"
0.996 10 "two parabola" "S_ADP"
0.986 11 "two parabola" "S_ADP"
0.928 12 "two parabola" "S_ADP"
0.822 13 "two parabola" "S_ADP"
0.67 14 "two parabola" "S_ADP"
0.604 15 "two parabola" "S_ADP"
0.436 16 "two parabola" "S_ADP"
0.342 17 "two parabola" "S_ADP"
0.272 18 "two parabola" "S_ADP"
0.224 19 "two parabola" "S_ADP"
0.16 20 "two parabola" "S_ADP"
0.162 21 "two parabola" "S_ADP"
0.138 22 "two parabola" "S_ADP"
0.122 23 "two parabola" "S_ADP"
0.128 24 "two parabola" "S_ADP"
0.09 25 "two parabola" "S_ADP"
0.07 26 "two parabola" "S_ADP"
0.076 27 "two parabola" "S_ADP"
0.068 28 "two parabola" "S_ADP"
0.078 29 "two parabola" "S_ADP"
0.054 30 "two parabola" "S_ADP"
1 1 "spiral" "S_ADP"
1 2 "spiral" "S_ADP"
1 3 "spiral" "S_ADP"
1 4 "spiral" "S_ADP"
1 5 "spiral" "S_ADP"
1 6 "spiral" "S_ADP"
0.998 7 "spiral" "S_ADP"
0.994 8 "spiral" "S_ADP"
0.968 9 "spiral" "S_ADP"
0.906 10 "spiral" "S_ADP"
0.854 11 "spiral" "S_ADP"
0.7 12 "spiral" "S_ADP"
0.646 13 "spiral" "S_ADP"
0.552 14 "spiral" "S_ADP"
0.462 15 "spiral" "S_ADP"
0.466 16 "spiral" "S_ADP"
0.384 17 "spiral" "S_ADP"
0.32 18 "spiral" "S_ADP"
0.278 19 "spiral" "S_ADP"
0.256 20 "spiral" "S_ADP"
0.238 21 "spiral" "S_ADP"
0.23 22 "spiral" "S_ADP"
0.204 23 "spiral" "S_ADP"
0.202 24 "spiral" "S_ADP"
0.158 25 "spiral" "S_ADP"
0.17 26 "spiral" "S_ADP"
0.168 27 "spiral" "S_ADP"
0.156 28 "spiral" "S_ADP"
0.174 29 "spiral" "S_ADP"
0.132 30 "spiral" "S_ADP"
1 1 "linear" "dHSIC"
1 2 "linear" "dHSIC"
1 3 "linear" "dHSIC"
1 4 "linear" "dHSIC"
1 5 "linear" "dHSIC"
1 6 "linear" "dHSIC"
1 7 "linear" "dHSIC"
0.996 8 "linear" "dHSIC"
0.982 9 "linear" "dHSIC"
0.978 10 "linear" "dHSIC"
0.942 11 "linear" "dHSIC"
0.878 12 "linear" "dHSIC"
0.824 13 "linear" "dHSIC"
0.754 14 "linear" "dHSIC"
0.69 15 "linear" "dHSIC"
0.636 16 "linear" "dHSIC"
0.632 17 "linear" "dHSIC"
0.506 18 "linear" "dHSIC"
0.5 19 "linear" "dHSIC"
0.498 20 "linear" "dHSIC"
0.382 21 "linear" "dHSIC"
0.372 22 "linear" "dHSIC"
0.366 23 "linear" "dHSIC"
0.344 24 "linear" "dHSIC"
0.332 25 "linear" "dHSIC"
0.27 26 "linear" "dHSIC"
0.248 27 "linear" "dHSIC"
0.274 28 "linear" "dHSIC"
0.208 29 "linear" "dHSIC"
0.212 30 "linear" "dHSIC"
1 1 "quadratic" "dHSIC"
1 2 "quadratic" "dHSIC"
1 3 "quadratic" "dHSIC"
1 4 "quadratic" "dHSIC"
1 5 "quadratic" "dHSIC"
1 6 "quadratic" "dHSIC"
1 7 "quadratic" "dHSIC"
0.99 8 "quadratic" "dHSIC"
0.966 9 "quadratic" "dHSIC"
0.924 10 "quadratic" "dHSIC"
0.84 11 "quadratic" "dHSIC"
0.72 12 "quadratic" "dHSIC"
0.618 13 "quadratic" "dHSIC"
0.524 14 "quadratic" "dHSIC"
0.492 15 "quadratic" "dHSIC"
0.348 16 "quadratic" "dHSIC"
0.394 17 "quadratic" "dHSIC"
0.346 18 "quadratic" "dHSIC"
0.304 19 "quadratic" "dHSIC"
0.238 20 "quadratic" "dHSIC"
0.24 21 "quadratic" "dHSIC"
0.204 22 "quadratic" "dHSIC"
0.224 23 "quadratic" "dHSIC"
0.27 24 "quadratic" "dHSIC"
0.188 25 "quadratic" "dHSIC"
0.182 26 "quadratic" "dHSIC"
0.206 27 "quadratic" "dHSIC"
0.112 28 "quadratic" "dHSIC"
0.152 29 "quadratic" "dHSIC"
0.152 30 "quadratic" "dHSIC"
1 1 "cubic" "dHSIC"
1 2 "cubic" "dHSIC"
1 3 "cubic" "dHSIC"
1 4 "cubic" "dHSIC"
1 5 "cubic" "dHSIC"
1 6 "cubic" "dHSIC"
1 7 "cubic" "dHSIC"
0.998 8 "cubic" "dHSIC"
0.992 9 "cubic" "dHSIC"
0.974 10 "cubic" "dHSIC"
0.946 11 "cubic" "dHSIC"
0.928 12 "cubic" "dHSIC"
0.872 13 "cubic" "dHSIC"
0.786 14 "cubic" "dHSIC"
0.776 15 "cubic" "dHSIC"
0.586 16 "cubic" "dHSIC"
0.658 17 "cubic" "dHSIC"
0.422 18 "cubic" "dHSIC"
0.47 19 "cubic" "dHSIC"
0.444 20 "cubic" "dHSIC"
0.396 21 "cubic" "dHSIC"
0.354 22 "cubic" "dHSIC"
0.378 23 "cubic" "dHSIC"
0.21 24 "cubic" "dHSIC"
0.246 25 "cubic" "dHSIC"
0.244 26 "cubic" "dHSIC"
0.244 27 "cubic" "dHSIC"
0.212 28 "cubic" "dHSIC"
0.238 29 "cubic" "dHSIC"
0.204 30 "cubic" "dHSIC"
1 1 "sine period 1/2" "dHSIC"
1 2 "sine period 1/2" "dHSIC"
1 3 "sine period 1/2" "dHSIC"
1 4 "sine period 1/2" "dHSIC"
1 5 "sine period 1/2" "dHSIC"
0.996 6 "sine period 1/2" "dHSIC"
0.958 7 "sine period 1/2" "dHSIC"
0.772 8 "sine period 1/2" "dHSIC"
0.598 9 "sine period 1/2" "dHSIC"
0.472 10 "sine period 1/2" "dHSIC"
0.388 11 "sine period 1/2" "dHSIC"
0.324 12 "sine period 1/2" "dHSIC"
0.212 13 "sine period 1/2" "dHSIC"
0.228 14 "sine period 1/2" "dHSIC"
0.282 15 "sine period 1/2" "dHSIC"
0.188 16 "sine period 1/2" "dHSIC"
0.16 17 "sine period 1/2" "dHSIC"
0.18 18 "sine period 1/2" "dHSIC"
0.152 19 "sine period 1/2" "dHSIC"
0.1 20 "sine period 1/2" "dHSIC"
0.134 21 "sine period 1/2" "dHSIC"
0.11 22 "sine period 1/2" "dHSIC"
0.064 23 "sine period 1/2" "dHSIC"
0.102 24 "sine period 1/2" "dHSIC"
0.092 25 "sine period 1/2" "dHSIC"
0.078 26 "sine period 1/2" "dHSIC"
0.088 27 "sine period 1/2" "dHSIC"
0.072 28 "sine period 1/2" "dHSIC"
0.076 29 "sine period 1/2" "dHSIC"
0.086 30 "sine period 1/2" "dHSIC"
0.26 1 "sine period 1/8" "dHSIC"
0.228 2 "sine period 1/8" "dHSIC"
0.212 3 "sine period 1/8" "dHSIC"
0.17 4 "sine period 1/8" "dHSIC"
0.15 5 "sine period 1/8" "dHSIC"
0.072 6 "sine period 1/8" "dHSIC"
0.126 7 "sine period 1/8" "dHSIC"
0.084 8 "sine period 1/8" "dHSIC"
0.098 9 "sine period 1/8" "dHSIC"
0.094 10 "sine period 1/8" "dHSIC"
0.078 11 "sine period 1/8" "dHSIC"
0.078 12 "sine period 1/8" "dHSIC"
0.116 13 "sine period 1/8" "dHSIC"
0.062 14 "sine period 1/8" "dHSIC"
0.052 15 "sine period 1/8" "dHSIC"
0.068 16 "sine period 1/8" "dHSIC"
0.046 17 "sine period 1/8" "dHSIC"
0.078 18 "sine period 1/8" "dHSIC"
0.088 19 "sine period 1/8" "dHSIC"
0.064 20 "sine period 1/8" "dHSIC"
0.058 21 "sine period 1/8" "dHSIC"
0.086 22 "sine period 1/8" "dHSIC"
0.054 23 "sine period 1/8" "dHSIC"
0.05 24 "sine period 1/8" "dHSIC"
0.056 25 "sine period 1/8" "dHSIC"
0.052 26 "sine period 1/8" "dHSIC"
0.05 27 "sine period 1/8" "dHSIC"
0.054 28 "sine period 1/8" "dHSIC"
0.066 29 "sine period 1/8" "dHSIC"
0.066 30 "sine period 1/8" "dHSIC"
1 1 "x^(1/4)" "dHSIC"
1 2 "x^(1/4)" "dHSIC"
1 3 "x^(1/4)" "dHSIC"
1 4 "x^(1/4)" "dHSIC"
0.986 5 "x^(1/4)" "dHSIC"
0.926 6 "x^(1/4)" "dHSIC"
0.782 7 "x^(1/4)" "dHSIC"
0.684 8 "x^(1/4)" "dHSIC"
0.522 9 "x^(1/4)" "dHSIC"
0.464 10 "x^(1/4)" "dHSIC"
0.456 11 "x^(1/4)" "dHSIC"
0.424 12 "x^(1/4)" "dHSIC"
0.326 13 "x^(1/4)" "dHSIC"
0.258 14 "x^(1/4)" "dHSIC"
0.226 15 "x^(1/4)" "dHSIC"
0.22 16 "x^(1/4)" "dHSIC"
0.174 17 "x^(1/4)" "dHSIC"
0.164 18 "x^(1/4)" "dHSIC"
0.164 19 "x^(1/4)" "dHSIC"
0.108 20 "x^(1/4)" "dHSIC"
0.108 21 "x^(1/4)" "dHSIC"
0.084 22 "x^(1/4)" "dHSIC"
0.144 23 "x^(1/4)" "dHSIC"
0.118 24 "x^(1/4)" "dHSIC"
0.124 25 "x^(1/4)" "dHSIC"
0.09 26 "x^(1/4)" "dHSIC"
0.104 27 "x^(1/4)" "dHSIC"
0.102 28 "x^(1/4)" "dHSIC"
0.1 29 "x^(1/4)" "dHSIC"
0.08 30 "x^(1/4)" "dHSIC"
1 1 "circle" "dHSIC"
1 2 "circle" "dHSIC"
1 3 "circle" "dHSIC"
1 4 "circle" "dHSIC"
1 5 "circle" "dHSIC"
1 6 "circle" "dHSIC"
1 7 "circle" "dHSIC"
1 8 "circle" "dHSIC"
1 9 "circle" "dHSIC"
1 10 "circle" "dHSIC"
1 11 "circle" "dHSIC"
1 12 "circle" "dHSIC"
1 13 "circle" "dHSIC"
1 14 "circle" "dHSIC"
1 15 "circle" "dHSIC"
1 16 "circle" "dHSIC"
0.996 17 "circle" "dHSIC"
0.988 18 "circle" "dHSIC"
0.994 19 "circle" "dHSIC"
0.99 20 "circle" "dHSIC"
0.95 21 "circle" "dHSIC"
0.966 22 "circle" "dHSIC"
0.922 23 "circle" "dHSIC"
0.902 24 "circle" "dHSIC"
0.756 25 "circle" "dHSIC"
0.81 26 "circle" "dHSIC"
0.662 27 "circle" "dHSIC"
0.66 28 "circle" "dHSIC"
0.622 29 "circle" "dHSIC"
0.498 30 "circle" "dHSIC"
1 1 "step" "dHSIC"
1 2 "step" "dHSIC"
0.99 3 "step" "dHSIC"
0.868 4 "step" "dHSIC"
0.706 5 "step" "dHSIC"
0.468 6 "step" "dHSIC"
0.448 7 "step" "dHSIC"
0.296 8 "step" "dHSIC"
0.288 9 "step" "dHSIC"
0.242 10 "step" "dHSIC"
0.186 11 "step" "dHSIC"
0.162 12 "step" "dHSIC"
0.192 13 "step" "dHSIC"
0.136 14 "step" "dHSIC"
0.156 15 "step" "dHSIC"
0.108 16 "step" "dHSIC"
0.106 17 "step" "dHSIC"
0.11 18 "step" "dHSIC"
0.114 19 "step" "dHSIC"
0.098 20 "step" "dHSIC"
0.072 21 "step" "dHSIC"
0.088 22 "step" "dHSIC"
0.066 23 "step" "dHSIC"
0.054 24 "step" "dHSIC"
0.076 25 "step" "dHSIC"
0.064 26 "step" "dHSIC"
0.062 27 "step" "dHSIC"
0.06 28 "step" "dHSIC"
0.06 29 "step" "dHSIC"
0.072 30 "step" "dHSIC"
1 1 "cross" "dHSIC"
1 2 "cross" "dHSIC"
1 3 "cross" "dHSIC"
1 4 "cross" "dHSIC"
1 5 "cross" "dHSIC"
1 6 "cross" "dHSIC"
