"power" "noise" "d_type" "method"
0.088 25 "x^(1/4)" "rdc"
0.068 26 "x^(1/4)" "rdc"
0.086 27 "x^(1/4)" "rdc"
0.064 28 "x^(1/4)" "rdc"
0.066 29 "x^(1/4)" "rdc"
0.066 30 "x^(1/4)" "rdc"
1 1 "circle" "rdc"
1 2 "circle" "rdc"
1 3 "circle" "rdc"
1 4 "circle" "rdc"
1 5 "circle" "rdc"
1 6 "circle" "rdc"
1 7 "circle" "rdc"
1 8 "circle" "rdc"
1 9 "circle" "rdc"
1 10 "circle" "rdc"
1 11 "circle" "rdc"
1 12 "circle" "rdc"
1 13 "circle" "rdc"
1 14 "circle" "rdc"
1 15 "circle" "rdc"
1 16 "circle" "rdc"
1 17 "circle" "rdc"
1 18 "circle" "rdc"
1 19 "circle" "rdc"
1 20 "circle" "rdc"
0.998 21 "circle" "rdc"
0.994 22 "circle" "rdc"
0.98 23 "circle" "rdc"
0.966 24 "circle" "rdc"
0.936 25 "circle" "rdc"
0.938 26 "circle" "rdc"
0.86 27 "circle" "rdc"
0.754 28 "circle" "rdc"
0.716 29 "circle" "rdc"
0.718 30 "circle" "rdc"
1 1 "step" "rdc"
1 2 "step" "rdc"
0.972 3 "step" "rdc"
0.734 4 "step" "rdc"
0.492 5 "step" "rdc"
0.268 6 "step" "rdc"
0.222 7 "step" "rdc"
0.142 8 "step" "rdc"
0.154 9 "step" "rdc"
0.2 10 "step" "rdc"
0.064 11 "step" "rdc"
0.142 12 "step" "rdc"
0.112 13 "step" "rdc"
0.072 14 "step" "rdc"
0.072 15 "step" "rdc"
0.064 16 "step" "rdc"
0.072 17 "step" "rdc"
0.036 18 "step" "rdc"
0.06 19 "step" "rdc"
0.05 20 "step" "rdc"
0.062 21 "step" "rdc"
0.054 22 "step" "rdc"
0.05 23 "step" "rdc"
0.068 24 "step" "rdc"
0.062 25 "step" "rdc"
0.046 26 "step" "rdc"
0.038 27 "step" "rdc"
0.048 28 "step" "rdc"
0.064 29 "step" "rdc"
0.056 30 "step" "rdc"
1 1 "cross" "rdc"
1 2 "cross" "rdc"
1 3 "cross" "rdc"
1 4 "cross" "rdc"
1 5 "cross" "rdc"
1 6 "cross" "rdc"
1 7 "cross" "rdc"
1 8 "cross" "rdc"
1 9 "cross" "rdc"
1 10 "cross" "rdc"
1 11 "cross" "rdc"
0.996 12 "cross" "rdc"
0.978 13 "cross" "rdc"
0.942 14 "cross" "rdc"
0.912 15 "cross" "rdc"
0.782 16 "cross" "rdc"
0.696 17 "cross" "rdc"
0.6 18 "cross" "rdc"
0.49 19 "cross" "rdc"
0.41 20 "cross" "rdc"
0.35 21 "cross" "rdc"
0.358 22 "cross" "rdc"
0.282 23 "cross" "rdc"
0.204 24 "cross" "rdc"
0.244 25 "cross" "rdc"
0.154 26 "cross" "rdc"
0.18 27 "cross" "rdc"
0.164 28 "cross" "rdc"
0.154 29 "cross" "rdc"
0.12 30 "cross" "rdc"
1 1 "clusters" "rdc"
1 2 "clusters" "rdc"
1 3 "clusters" "rdc"
1 4 "clusters" "rdc"
1 5 "clusters" "rdc"
1 6 "clusters" "rdc"
1 7 "clusters" "rdc"
1 8 "clusters" "rdc"
1 9 "clusters" "rdc"
1 10 "clusters" "rdc"
1 11 "clusters" "rdc"
1 12 "clusters" "rdc"
1 13 "clusters" "rdc"
1 14 "clusters" "rdc"
1 15 "clusters" "rdc"
0.994 16 "clusters" "rdc"
0.978 17 "clusters" "rdc"
0.93 18 "clusters" "rdc"
0.804 19 "clusters" "rdc"
0.654 20 "clusters" "rdc"
0.562 21 "clusters" "rdc"
0.316 22 "clusters" "rdc"
0.282 23 "clusters" "rdc"
0.278 24 "clusters" "rdc"
0.186 25 "clusters" "rdc"
0.24 26 "clusters" "rdc"
0.124 27 "clusters" "rdc"
0.134 28 "clusters" "rdc"
0.13 29 "clusters" "rdc"
0.152 30 "clusters" "rdc"
1 1 "two parabola" "rdc"
1 2 "two parabola" "rdc"
1 3 "two parabola" "rdc"
1 4 "two parabola" "rdc"
1 5 "two parabola" "rdc"
1 6 "two parabola" "rdc"
1 7 "two parabola" "rdc"
1 8 "two parabola" "rdc"
1 9 "two parabola" "rdc"
1 10 "two parabola" "rdc"
1 11 "two parabola" "rdc"
0.994 12 "two parabola" "rdc"
0.968 13 "two parabola" "rdc"
0.894 14 "two parabola" "rdc"
0.812 15 "two parabola" "rdc"
0.732 16 "two parabola" "rdc"
0.672 17 "two parabola" "rdc"
0.52 18 "two parabola" "rdc"
0.468 19 "two parabola" "rdc"
0.386 20 "two parabola" "rdc"
0.286 21 "two parabola" "rdc"
0.282 22 "two parabola" "rdc"
0.282 23 "two parabola" "rdc"
0.26 24 "two parabola" "rdc"
0.154 25 "two parabola" "rdc"
0.166 26 "two parabola" "rdc"
0.138 27 "two parabola" "rdc"
0.128 28 "two parabola" "rdc"
0.094 29 "two parabola" "rdc"
0.138 30 "two parabola" "rdc"
0.966 1 "spiral" "rdc"
0.964 2 "spiral" "rdc"
0.956 3 "spiral" "rdc"
0.93 4 "spiral" "rdc"
0.908 5 "spiral" "rdc"
0.84 6 "spiral" "rdc"
0.766 7 "spiral" "rdc"
0.638 8 "spiral" "rdc"
0.64 9 "spiral" "rdc"
0.6 10 "spiral" "rdc"
0.584 11 "spiral" "rdc"
0.48 12 "spiral" "rdc"
0.37 13 "spiral" "rdc"
0.262 14 "spiral" "rdc"
0.23 15 "spiral" "rdc"
0.322 16 "spiral" "rdc"
0.226 17 "spiral" "rdc"
0.138 18 "spiral" "rdc"
0.112 19 "spiral" "rdc"
0.146 20 "spiral" "rdc"
0.15 21 "spiral" "rdc"
0.124 22 "spiral" "rdc"
0.124 23 "spiral" "rdc"
0.1 24 "spiral" "rdc"
0.142 25 "spiral" "rdc"
0.124 26 "spiral" "rdc"
0.064 27 "spiral" "rdc"
0.112 28 "spiral" "rdc"
0.118 29 "spiral" "rdc"
0.046 30 "spiral" "rdc"
1 1 "linear" "xi_cor"
1 2 "linear" "xi_cor"
1 3 "linear" "xi_cor"
1 4 "linear" "xi_cor"
0.986 5 "linear" "xi_cor"
0.93 6 "linear" "xi_cor"
0.782 7 "linear" "xi_cor"
0.564 8 "linear" "xi_cor"
0.394 9 "linear" "xi_cor"
0.436 10 "linear" "xi_cor"
0.32 11 "linear" "xi_cor"
0.222 12 "linear" "xi_cor"
0.148 13 "linear" "xi_cor"
0.146 14 "linear" "xi_cor"
0.128 15 "linear" "xi_cor"
0.15 16 "linear" "xi_cor"
0.12 17 "linear" "xi_cor"
0.138 18 "linear" "xi_cor"
0.118 19 "linear" "xi_cor"
0.072 20 "linear" "xi_cor"
0.09 21 "linear" "xi_cor"
0.084 22 "linear" "xi_cor"
0.084 23 "linear" "xi_cor"
0.084 24 "linear" "xi_cor"
0.058 25 "linear" "xi_cor"
0.08 26 "linear" "xi_cor"
0.092 27 "linear" "xi_cor"
0.074 28 "linear" "xi_cor"
0.086 29 "linear" "xi_cor"
0.082 30 "linear" "xi_cor"
1 1 "quadratic" "xi_cor"
1 2 "quadratic" "xi_cor"
1 3 "quadratic" "xi_cor"
1 4 "quadratic" "xi_cor"
0.998 5 "quadratic" "xi_cor"
0.914 6 "quadratic" "xi_cor"
0.82 7 "quadratic" "xi_cor"
0.632 8 "quadratic" "xi_cor"
0.502 9 "quadratic" "xi_cor"
0.336 10 "quadratic" "xi_cor"
0.242 11 "quadratic" "xi_cor"
0.24 12 "quadratic" "xi_cor"
0.178 13 "quadratic" "xi_cor"
0.176 14 "quadratic" "xi_cor"
0.162 15 "quadratic" "xi_cor"
0.158 16 "quadratic" "xi_cor"
0.09 17 "quadratic" "xi_cor"
0.134 18 "quadratic" "xi_cor"
0.154 19 "quadratic" "xi_cor"
0.116 20 "quadratic" "xi_cor"
0.112 21 "quadratic" "xi_cor"
0.108 22 "quadratic" "xi_cor"
0.084 23 "quadratic" "xi_cor"
0.084 24 "quadratic" "xi_cor"
0.064 25 "quadratic" "xi_cor"
0.06 26 "quadratic" "xi_cor"
0.106 27 "quadratic" "xi_cor"
0.066 28 "quadratic" "xi_cor"
0.06 29 "quadratic" "xi_cor"
0.092 30 "quadratic" "xi_cor"
1 1 "cubic" "xi_cor"
1 2 "cubic" "xi_cor"
1 3 "cubic" "xi_cor"
1 4 "cubic" "xi_cor"
1 5 "cubic" "xi_cor"
0.992 6 "cubic" "xi_cor"
0.938 7 "cubic" "xi_cor"
0.868 8 "cubic" "xi_cor"
0.712 9 "cubic" "xi_cor"
0.542 10 "cubic" "xi_cor"
0.402 11 "cubic" "xi_cor"
0.372 12 "cubic" "xi_cor"
0.35 13 "cubic" "xi_cor"
0.33 14 "cubic" "xi_cor"
0.32 15 "cubic" "xi_cor"
0.192 16 "cubic" "xi_cor"
0.206 17 "cubic" "xi_cor"
0.168 18 "cubic" "xi_cor"
0.168 19 "cubic" "xi_cor"
0.178 20 "cubic" "xi_cor"
0.13 21 "cubic" "xi_cor"
0.106 22 "cubic" "xi_cor"
0.154 23 "cubic" "xi_cor"
0.12 24 "cubic" "xi_cor"
0.104 25 "cubic" "xi_cor"
0.12 26 "cubic" "xi_cor"
0.128 27 "cubic" "xi_cor"
0.096 28 "cubic" "xi_cor"
0.092 29 "cubic" "xi_cor"
0.074 30 "cubic" "xi_cor"
1 1 "sine period 1/2" "xi_cor"
1 2 "sine period 1/2" "xi_cor"
1 3 "sine period 1/2" "xi_cor"
1 4 "sine period 1/2" "xi_cor"
1 5 "sine period 1/2" "xi_cor"
0.992 6 "sine period 1/2" "xi_cor"
0.954 7 "sine period 1/2" "xi_cor"
0.834 8 "sine period 1/2" "xi_cor"
0.686 9 "sine period 1/2" "xi_cor"
0.566 10 "sine period 1/2" "xi_cor"
0.436 11 "sine period 1/2" "xi_cor"
0.304 12 "sine period 1/2" "xi_cor"
0.354 13 "sine period 1/2" "xi_cor"
0.182 14 "sine period 1/2" "xi_cor"
0.226 15 "sine period 1/2" "xi_cor"
0.184 16 "sine period 1/2" "xi_cor"
0.198 17 "sine period 1/2" "xi_cor"
0.136 18 "sine period 1/2" "xi_cor"
0.164 19 "sine period 1/2" "xi_cor"
0.11 20 "sine period 1/2" "xi_cor"
0.112 21 "sine period 1/2" "xi_cor"
0.132 22 "sine period 1/2" "xi_cor"
0.126 23 "sine period 1/2" "xi_cor"
0.1 24 "sine period 1/2" "xi_cor"
0.112 25 "sine period 1/2" "xi_cor"
0.108 26 "sine period 1/2" "xi_cor"
0.06 27 "sine period 1/2" "xi_cor"
0.104 28 "sine period 1/2" "xi_cor"
0.08 29 "sine period 1/2" "xi_cor"
0.124 30 "sine period 1/2" "xi_cor"
1 1 "sine period 1/8" "xi_cor"
1 2 "sine period 1/8" "xi_cor"
1 3 "sine period 1/8" "xi_cor"
1 4 "sine period 1/8" "xi_cor"
1 5 "sine period 1/8" "xi_cor"
1 6 "sine period 1/8" "xi_cor"
1 7 "sine period 1/8" "xi_cor"
1 8 "sine period 1/8" "xi_cor"
1 9 "sine period 1/8" "xi_cor"
1 10 "sine period 1/8" "xi_cor"
0.998 11 "sine period 1/8" "xi_cor"
0.994 12 "sine period 1/8" "xi_cor"
0.976 13 "sine period 1/8" "xi_cor"
0.938 14 "sine period 1/8" "xi_cor"
0.866 15 "sine period 1/8" "xi_cor"
0.874 16 "sine period 1/8" "xi_cor"
0.768 17 "sine period 1/8" "xi_cor"
0.678 18 "sine period 1/8" "xi_cor"
0.666 19 "sine period 1/8" "xi_cor"
0.544 20 "sine period 1/8" "xi_cor"
0.472 21 "sine period 1/8" "xi_cor"
0.448 22 "sine period 1/8" "xi_cor"
0.402 23 "sine period 1/8" "xi_cor"
0.314 24 "sine period 1/8" "xi_cor"
0.334 25 "sine period 1/8" "xi_cor"
0.278 26 "sine period 1/8" "xi_cor"
0.348 27 "sine period 1/8" "xi_cor"
0.26 28 "sine period 1/8" "xi_cor"
0.276 29 "sine period 1/8" "xi_cor"
0.172 30 "sine period 1/8" "xi_cor"
1 1 "x^(1/4)" "xi_cor"
1 2 "x^(1/4)" "xi_cor"
0.962 3 "x^(1/4)" "xi_cor"
0.612 4 "x^(1/4)" "xi_cor"
0.412 5 "x^(1/4)" "xi_cor"
0.274 6 "x^(1/4)" "xi_cor"
0.274 7 "x^(1/4)" "xi_cor"
0.206 8 "x^(1/4)" "xi_cor"
0.144 9 "x^(1/4)" "xi_cor"
0.088 10 "x^(1/4)" "xi_cor"
0.1 11 "x^(1/4)" "xi_cor"
0.108 12 "x^(1/4)" "xi_cor"
0.074 13 "x^(1/4)" "xi_cor"
0.068 14 "x^(1/4)" "xi_cor"
0.064 15 "x^(1/4)" "xi_cor"
0.076 16 "x^(1/4)" "xi_cor"
0.062 17 "x^(1/4)" "xi_cor"
0.1 18 "x^(1/4)" "xi_cor"
0.078 19 "x^(1/4)" "xi_cor"
0.048 20 "x^(1/4)" "xi_cor"
0.072 21 "x^(1/4)" "xi_cor"
0.038 22 "x^(1/4)" "xi_cor"
0.072 23 "x^(1/4)" "xi_cor"
0.086 24 "x^(1/4)" "xi_cor"
0.07 25 "x^(1/4)" "xi_cor"
0.056 26 "x^(1/4)" "xi_cor"
0.072 27 "x^(1/4)" "xi_cor"
0.054 28 "x^(1/4)" "xi_cor"
0.042 29 "x^(1/4)" "xi_cor"
0.03 30 "x^(1/4)" "xi_cor"
0.998 1 "circle" "xi_cor"
0.996 2 "circle" "xi_cor"
0.982 3 "circle" "xi_cor"
0.936 4 "circle" "xi_cor"
0.902 5 "circle" "xi_cor"
0.882 6 "circle" "xi_cor"
0.822 7 "circle" "xi_cor"
0.728 8 "circle" "xi_cor"
0.622 9 "circle" "xi_cor"
0.506 10 "circle" "xi_cor"
0.462 11 "circle" "xi_cor"
0.42 12 "circle" "xi_cor"
0.386 13 "circle" "xi_cor"
0.28 14 "circle" "xi_cor"
0.304 15 "circle" "xi_cor"
0.276 16 "circle" "xi_cor"
0.198 17 "circle" "xi_cor"
0.166 18 "circle" "xi_cor"
0.172 19 "circle" "xi_cor"
0.086 20 "circle" "xi_cor"
0.09 21 "circle" "xi_cor"
0.118 22 "circle" "xi_cor"
0.094 23 "circle" "xi_cor"
0.096 24 "circle" "xi_cor"
0.082 25 "circle" "xi_cor"
0.1 26 "circle" "xi_cor"
0.09 27 "circle" "xi_cor"
0.082 28 "circle" "xi_cor"
0.062 29 "circle" "xi_cor"
0.09 30 "circle" "xi_cor"
1 1 "step" "xi_cor"
0.942 2 "step" "xi_cor"
0.6 3 "step" "xi_cor"
0.284 4 "step" "xi_cor"
0.134 5 "step" "xi_cor"
0.112 6 "step" "xi_cor"
0.108 7 "step" "xi_cor"
0.072 8 "step" "xi_cor"
0.048 9 "step" "xi_cor"
0.112 10 "step" "xi_cor"
0.074 11 "step" "xi_cor"
0.076 12 "step" "xi_cor"
0.074 13 "step" "xi_cor"
0.046 14 "step" "xi_cor"
0.064 15 "step" "xi_cor"
0.116 16 "step" "xi_cor"
0.096 17 "step" "xi_cor"
0.068 18 "step" "xi_cor"
0.06 19 "step" "xi_cor"
0.066 20 "step" "xi_cor"
0.052 21 "step" "xi_cor"
0.042 22 "step" "xi_cor"
0.05 23 "step" "xi_cor"
0.03 24 "step" "xi_cor"
0.048 25 "step" "xi_cor"
0.072 26 "step" "xi_cor"
0.04 27 "step" "xi_cor"
0.054 28 "step" "xi_cor"
0.058 29 "step" "xi_cor"
0.048 30 "step" "xi_cor"
1 1 "cross" "xi_cor"
0.994 2 "cross" "xi_cor"
0.966 3 "cross" "xi_cor"
0.922 4 "cross" "xi_cor"
0.802 5 "cross" "xi_cor"
0.678 6 "cross" "xi_cor"
0.448 7 "cross" "xi_cor"
0.278 8 "cross" "xi_cor"
0.268 9 "cross" "xi_cor"
0.216 10 "cross" "xi_cor"
0.138 11 "cross" "xi_cor"
0.134 12 "cross" "xi_cor"
0.102 13 "cross" "xi_cor"
0.1 14 "cross" "xi_cor"
0.06 15 "cross" "xi_cor"
0.056 16 "cross" "xi_cor"
0.084 17 "cross" "xi_cor"
0.09 18 "cross" "xi_cor"
0.082 19 "cross" "xi_cor"
0.074 20 "cross" "xi_cor"
0.064 21 "cross" "xi_cor"
0.056 22 "cross" "xi_cor"
0.056 23 "cross" "xi_cor"
0.034 24 "cross" "xi_cor"
0.052 25 "cross" "xi_cor"
0.056 26 "cross" "xi_cor"
0.05 27 "cross" "xi_cor"
0.06 28 "cross" "xi_cor"
0.044 29 "cross" "xi_cor"
0.042 30 "cross" "xi_cor"
0.936 1 "clusters" "xi_cor"
0.94 2 "clusters" "xi_cor"
0.93 3 "clusters" "xi_cor"
0.944 4 "clusters" "xi_cor"
0.94 5 "clusters" "xi_cor"
0.942 6 "clusters" "xi_cor"
0.936 7 "clusters" "xi_cor"
0.892 8 "clusters" "xi_cor"
0.802 9 "clusters" "xi_cor"
0.696 10 "clusters" "xi_cor"
0.55 11 "clusters" "xi_cor"
0.374 12 "clusters" "xi_cor"
0.312 13 "clusters" "xi_cor"
0.3 14 "clusters" "xi_cor"
0.174 15 "clusters" "xi_cor"
0.13 16 "clusters" "xi_cor"
0.094 17 "clusters" "xi_cor"
0.088 18 "clusters" "xi_cor"
0.088 19 "clusters" "xi_cor"
0.076 20 "clusters" "xi_cor"
0.076 21 "clusters" "xi_cor"
0.05 22 "clusters" "xi_cor"
0.06 23 "clusters" "xi_cor"
0.048 24 "clusters" "xi_cor"
0.048 25 "clusters" "xi_cor"
0.048 26 "clusters" "xi_cor"
0.066 27 "clusters" "xi_cor"
0.05 28 "clusters" "xi_cor"
0.04 29 "clusters" "xi_cor"
0.046 30 "clusters" "xi_cor"
0.996 1 "two parabola" "xi_cor"
0.992 2 "two parabola" "xi_cor"
0.942 3 "two parabola" "xi_cor"
0.87 4 "two parabola" "xi_cor"
0.684 5 "two parabola" "xi_cor"
0.63 6 "two parabola" "xi_cor"
0.46 7 "two parabola" "xi_cor"
0.306 8 "two parabola" "xi_cor"
0.27 9 "two parabola" "xi_cor"
0.14 10 "two parabola" "xi_cor"
0.124 11 "two parabola" "xi_cor"
0.122 12 "two parabola" "xi_cor"
0.1 13 "two parabola" "xi_cor"
0.096 14 "two parabola" "xi_cor"
0.056 15 "two parabola" "xi_cor"
0.062 16 "two parabola" "xi_cor"
0.05 17 "two parabola" "xi_cor"
0.044 18 "two parabola" "xi_cor"
0.042 19 "two parabola" "xi_cor"
0.08 20 "two parabola" "xi_cor"
0.064 21 "two parabola" "xi_cor"
0.032 22 "two parabola" "xi_cor"
0.096 23 "two parabola" "xi_cor"
0.036 24 "two parabola" "xi_cor"
0.038 25 "two parabola" "xi_cor"
0.058 26 "two parabola" "xi_cor"
0.06 27 "two parabola" "xi_cor"
0.06 28 "two parabola" "xi_cor"
0.03 29 "two parabola" "xi_cor"
0.034 30 "two parabola" "xi_cor"
1 1 "spiral" "xi_cor"
0.986 2 "spiral" "xi_cor"
0.968 3 "spiral" "xi_cor"
0.94 4 "spiral" "xi_cor"
0.876 5 "spiral" "xi_cor"
0.816 6 "spiral" "xi_cor"
0.73 7 "spiral" "xi_cor"
0.606 8 "spiral" "xi_cor"
0.546 9 "spiral" "xi_cor"
0.5 10 "spiral" "xi_cor"
0.406 11 "spiral" "xi_cor"
0.346 12 "spiral" "xi_cor"
0.388 13 "spiral" "xi_cor"
0.246 14 "spiral" "xi_cor"
0.26 15 "spiral" "xi_cor"
0.196 16 "spiral" "xi_cor"
0.222 17 "spiral" "xi_cor"
0.112 18 "spiral" "xi_cor"
0.186 19 "spiral" "xi_cor"
0.128 20 "spiral" "xi_cor"
0.17 21 "spiral" "xi_cor"
0.074 22 "spiral" "xi_cor"
0.17 23 "spiral" "xi_cor"
0.12 24 "spiral" "xi_cor"
0.098 25 "spiral" "xi_cor"
0.118 26 "spiral" "xi_cor"
0.086 27 "spiral" "xi_cor"
0.1 28 "spiral" "xi_cor"
0.11 29 "spiral" "xi_cor"
0.08 30 "spiral" "xi_cor"
1 1 "linear" "Hoeff"
1 2 "linear" "Hoeff"
1 3 "linear" "Hoeff"
1 4 "linear" "Hoeff"
1 5 "linear" "Hoeff"
1 6 "linear" "Hoeff"
1 7 "linear" "Hoeff"
1 8 "linear" "Hoeff"
1 9 "linear" "Hoeff"
0.998 10 "linear" "Hoeff"
0.986 11 "linear" "Hoeff"
0.964 12 "linear" "Hoeff"
0.956 13 "linear" "Hoeff"
0.92 14 "linear" "Hoeff"
0.904 15 "linear" "Hoeff"
0.896 16 "linear" "Hoeff"
0.836 17 "linear" "Hoeff"
0.77 18 "linear" "Hoeff"
0.72 19 "linear" "Hoeff"
0.704 20 "linear" "Hoeff"
0.57 21 "linear" "Hoeff"
0.608 22 "linear" "Hoeff"
0.594 23 "linear" "Hoeff"
0.544 24 "linear" "Hoeff"
0.488 25 "linear" "Hoeff"
0.462 26 "linear" "Hoeff"
0.36 27 "linear" "Hoeff"
0.422 28 "linear" "Hoeff"
0.334 29 "linear" "Hoeff"
0.404 30 "linear" "Hoeff"
1 1 "quadratic" "Hoeff"
1 2 "quadratic" "Hoeff"
1 3 "quadratic" "Hoeff"
1 4 "quadratic" "Hoeff"
1 5 "quadratic" "Hoeff"
0.998 6 "quadratic" "Hoeff"
1 7 "quadratic" "Hoeff"
0.98 8 "quadratic" "Hoeff"
0.91 9 "quadratic" "Hoeff"
0.84 10 "quadratic" "Hoeff"
0.732 11 "quadratic" "Hoeff"
0.614 12 "quadratic" "Hoeff"
0.468 13 "quadratic" "Hoeff"
0.406 14 "quadratic" "Hoeff"
0.412 15 "quadratic" "Hoeff"
0.296 16 "quadratic" "Hoeff"
0.312 17 "quadratic" "Hoeff"
0.332 18 "quadratic" "Hoeff"
0.202 19 "quadratic" "Hoeff"
0.182 20 "quadratic" "Hoeff"
0.15 21 "quadratic" "Hoeff"
0.18 22 "quadratic" "Hoeff"
0.13 23 "quadratic" "Hoeff"
0.138 24 "quadratic" "Hoeff"
0.13 25 "quadratic" "Hoeff"
0.104 26 "quadratic" "Hoeff"
0.12 27 "quadratic" "Hoeff"
0.108 28 "quadratic" "Hoeff"
0.124 29 "quadratic" "Hoeff"
0.086 30 "quadratic" "Hoeff"
1 1 "cubic" "Hoeff"
1 2 "cubic" "Hoeff"
1 3 "cubic" "Hoeff"
1 4 "cubic" "Hoeff"
1 5 "cubic" "Hoeff"
1 6 "cubic" "Hoeff"
1 7 "cubic" "Hoeff"
1 8 "cubic" "Hoeff"
0.994 9 "cubic" "Hoeff"
0.982 10 "cubic" "Hoeff"
0.934 11 "cubic" "Hoeff"
0.946 12 "cubic" "Hoeff"
0.898 13 "cubic" "Hoeff"
0.812 14 "cubic" "Hoeff"
0.782 15 "cubic" "Hoeff"
0.694 16 "cubic" "Hoeff"
0.7 17 "cubic" "Hoeff"
0.472 18 "cubic" "Hoeff"
0.57 19 "cubic" "Hoeff"
0.566 20 "cubic" "Hoeff"
0.416 21 "cubic" "Hoeff"
0.422 22 "cubic" "Hoeff"
0.438 23 "cubic" "Hoeff"
0.302 24 "cubic" "Hoeff"
0.29 25 "cubic" "Hoeff"
0.264 26 "cubic" "Hoeff"
0.302 27 "cubic" "Hoeff"
0.214 28 "cubic" "Hoeff"
0.282 29 "cubic" "Hoeff"
0.184 30 "cubic" "Hoeff"
1 1 "sine period 1/2" "Hoeff"
1 2 "sine period 1/2" "Hoeff"
1 3 "sine period 1/2" "Hoeff"
1 4 "sine period 1/2" "Hoeff"
1 5 "sine period 1/2" "Hoeff"
1 6 "sine period 1/2" "Hoeff"
0.998 7 "sine period 1/2" "Hoeff"
0.936 8 "sine period 1/2" "Hoeff"
0.87 9 "sine period 1/2" "Hoeff"
0.748 10 "sine period 1/2" "Hoeff"
0.622 11 "sine period 1/2" "Hoeff"
0.558 12 "sine period 1/2" "Hoeff"
0.446 13 "sine period 1/2" "Hoeff"
0.482 14 "sine period 1/2" "Hoeff"
0.324 15 "sine period 1/2" "Hoeff"
0.368 16 "sine period 1/2" "Hoeff"
0.306 17 "sine period 1/2" "Hoeff"
0.316 18 "sine period 1/2" "Hoeff"
0.29 19 "sine period 1/2" "Hoeff"
0.158 20 "sine period 1/2" "Hoeff"
0.238 21 "sine period 1/2" "Hoeff"
0.172 22 "sine period 1/2" "Hoeff"
0.146 23 "sine period 1/2" "Hoeff"
0.188 24 "sine period 1/2" "Hoeff"
0.15 25 "sine period 1/2" "Hoeff"
0.14 26 "sine period 1/2" "Hoeff"
0.11 27 "sine period 1/2" "Hoeff"
0.134 28 "sine period 1/2" "Hoeff"
0.122 29 "sine period 1/2" "Hoeff"
0.156 30 "sine period 1/2" "Hoeff"
0.86 1 "sine period 1/8" "Hoeff"
0.752 2 "sine period 1/8" "Hoeff"
0.646 3 "sine period 1/8" "Hoeff"
0.488 4 "sine period 1/8" "Hoeff"
0.39 5 "sine period 1/8" "Hoeff"
0.29 6 "sine period 1/8" "Hoeff"
0.31 7 "sine period 1/8" "Hoeff"
0.214 8 "sine period 1/8" "Hoeff"
0.186 9 "sine period 1/8" "Hoeff"
0.186 10 "sine period 1/8" "Hoeff"
0.174 11 "sine period 1/8" "Hoeff"
0.148 12 "sine period 1/8" "Hoeff"
0.15 13 "sine period 1/8" "Hoeff"
0.106 14 "sine period 1/8" "Hoeff"
0.082 15 "sine period 1/8" "Hoeff"
0.1 16 "sine period 1/8" "Hoeff"
0.112 17 "sine period 1/8" "Hoeff"
0.104 18 "sine period 1/8" "Hoeff"
0.096 19 "sine period 1/8" "Hoeff"
0.094 20 "sine period 1/8" "Hoeff"
0.08 21 "sine period 1/8" "Hoeff"
0.12 22 "sine period 1/8" "Hoeff"
0.066 23 "sine period 1/8" "Hoeff"
0.062 24 "sine period 1/8" "Hoeff"
0.06 25 "sine period 1/8" "Hoeff"
0.05 26 "sine period 1/8" "Hoeff"
0.064 27 "sine period 1/8" "Hoeff"
0.048 28 "sine period 1/8" "Hoeff"
0.106 29 "sine period 1/8" "Hoeff"
0.064 30 "sine period 1/8" "Hoeff"
1 1 "x^(1/4)" "Hoeff"
1 2 "x^(1/4)" "Hoeff"
1 3 "x^(1/4)" "Hoeff"
1 4 "x^(1/4)" "Hoeff"
0.998 5 "x^(1/4)" "Hoeff"
0.986 6 "x^(1/4)" "Hoeff"
0.94 7 "x^(1/4)" "Hoeff"
0.902 8 "x^(1/4)" "Hoeff"
0.792 9 "x^(1/4)" "Hoeff"
0.718 10 "x^(1/4)" "Hoeff"
0.64 11 "x^(1/4)" "Hoeff"
0.6 12 "x^(1/4)" "Hoeff"
0.476 13 "x^(1/4)" "Hoeff"
0.426 14 "x^(1/4)" "Hoeff"
0.362 15 "x^(1/4)" "Hoeff"
0.362 16 "x^(1/4)" "Hoeff"
0.306 17 "x^(1/4)" "Hoeff"
0.274 18 "x^(1/4)" "Hoeff"
0.304 19 "x^(1/4)" "Hoeff"
0.206 20 "x^(1/4)" "Hoeff"
0.178 21 "x^(1/4)" "Hoeff"
0.166 22 "x^(1/4)" "Hoeff"
0.172 23 "x^(1/4)" "Hoeff"
0.17 24 "x^(1/4)" "Hoeff"
0.172 25 "x^(1/4)" "Hoeff"
0.142 26 "x^(1/4)" "Hoeff"
0.17 27 "x^(1/4)" "Hoeff"
0.166 28 "x^(1/4)" "Hoeff"
0.13 29 "x^(1/4)" "Hoeff"
0.126 30 "x^(1/4)" "Hoeff"
1 1 "circle" "Hoeff"
1 2 "circle" "Hoeff"
1 3 "circle" "Hoeff"
1 4 "circle" "Hoeff"
1 5 "circle" "Hoeff"
1 6 "circle" "Hoeff"
1 7 "circle" "Hoeff"
1 8 "circle" "Hoeff"
1 9 "circle" "Hoeff"
1 10 "circle" "Hoeff"
1 11 "circle" "Hoeff"
0.994 12 "circle" "Hoeff"
0.984 13 "circle" "Hoeff"
0.92 14 "circle" "Hoeff"
0.836 15 "circle" "Hoeff"
